order_id,order_date,order_month,order_quarter,order_year,customer_id,customer_name_initial,customer_age_group,customer_gender,customer_occupation,customer_segment,customer_since_year,city,state,pincode,tier,platform,device_type,traffic_source,category,subcategory,brand,product_id,product_name_code,unit_price_inr,quantity,discount_percent,discount_amount_inr,selling_price_inr,gst_percent,gst_amount_inr,total_amount_inr,payment_method,emi_months,wallet_name,shipping_method,shipping_cost_inr,delivery_days,order_status,return_flag,return_reason,refund_amount_inr,warehouse,seller_id,seller_rating,product_rating,review_count,wishlist_flag
ORD023566,2022-12-09,Dec,Q4,2022,CUST98954,O.I,55-64,M,Self-Employed,Premium,2020,Ahmedabad,Kerala,571995,Tier 1,Flipkart,App-iOS,Email,Fashion,Women Clothing,W,PROD649193,W-WOM-746,34975.29,1,31,10842.34,24132.95,18,4343.93,28476.88,Wallet,0,Google Pay,Overnight,0,9,Delivered,0,,0,Kolkata WH,SEL8078,4.6,4.9,3096,0
ORD023567,2023-11-22,Nov,Q4,2023,CUST17028,C.J,55-64,M,Self-Employed,Inactive,2019,Bhopal,Delhi,745897,Tier 3,Meesho,Desktop,Direct,Beauty & Health,Haircare,Dove,PROD188023,DOV-HAI-738,75909.26,2,36,54654.67,97163.85,5,4858.19,102022.04,Debit Card,0,,Standard,0,2,Delivered,0,,0,Bangalore WH,SEL4003,4.5,4.9,2788,0
ORD023568,2023-01-13,Jan,Q1,2023,CUST78698,H.U,35-44,F,Student,Regular,2017,Ahmedabad,Kerala,562705,Tier 1,Flipkart,Mobile,Organic Search,Electronics,TV,LG,PROD761319,LG-TV-545,45987.63,4,4,7358.02,176592.5,5,8829.62,185422.12,Credit Card,0,,Express,145.42,6,Delivered,0,,0,Delhi WH,SEL7217,4.3,4.4,903,1
ORD023569,2022-08-13,Aug,Q3,2022,CUST54868,U.U,35-44,F,Business Owner,Inactive,2017,Delhi,Gujarat,309273,Tier 1,JioMart,Tablet,Influencer,Furniture,Kids Furniture,Urban Ladder,PROD183104,URB-KID-677,14146.24,5,34,24048.61,46682.59,28,13071.13,59753.72,UPI,0,,Same Day,0,1,Delivered,0,,0,Bangalore WH,SEL4883,4.9,3.3,1318,0
ORD023570,2022-06-04,Jun,Q2,2022,CUST30565,D.F,25-34,F,Student,New,2023,Lucknow,Haryana,375482,Tier 2,Meesho,Mobile,Email,Beauty & Health,Ayurvedic,Dove,PROD416187,DOV-AYU-474,56975.92,3,18,30767.0,140160.76,12,16819.29,156980.05,Debit Card,0,,Same Day,174.41,3,Delivered,0,,0,Hyderabad WH,SEL5987,5.0,3.5,848,1
ORD023571,2023-02-25,Feb,Q1,2023,CUST85244,R.H,25-34,F,Homemaker,VIP,2019,Chandigarh,Gujarat,491054,Tier 2,Flipkart,App-Android,Direct,Toys & Games,Video Games,Playgro,PROD176343,PLA-VID-603,53005.56,4,9,19082.0,192940.24,18,34729.24,227669.48,Cash on Delivery,0,,Overnight,14.1,9,Shipped,0,,0,Delhi WH,SEL8788,4.0,2.7,1199,0
ORD023572,2022-04-01,Apr,Q2,2022,CUST76983,N.X,55-64,M,Salaried,Regular,2015,Noida,Uttar Pradesh,393449,Tier 2,Meesho,Tablet,Email,Sports,Badminton,Decathlon,PROD894792,DEC-BAD-941,68890.65,3,40,82668.78,124003.17,5,6200.16,130203.33,Debit Card,0,,Standard,0,3,Processing,0,,0,Mumbai WH,SEL6610,4.3,2.6,1849,1
ORD023573,2023-09-30,Sep,Q3,2023,CUST14878,J.G,35-44,F,Retired,New,2017,Jaipur,Haryana,271457,Tier 2,Ajio,Desktop,Paid Ad,Fashion,Men Clothing,Fabindia,PROD711789,FAB-MEN-352,32094.9,3,50,48142.35,48142.35,28,13479.86,61622.21,Credit Card,0,,Standard,0,8,Delivered,0,,0,Delhi WH,SEL7353,3.0,4.4,3669,0
ORD023574,2023-06-13,Jun,Q2,2023,CUST58107,U.K,65+,M,Homemaker,Inactive,2023,Delhi,Maharashtra,613534,Tier 1,Myntra,Tablet,Social Media,Fashion,Accessories,Fabindia,PROD376991,FAB-ACC-686,42408.1,2,15,12722.43,72093.77,18,12976.88,85070.65,Cash on Delivery,0,,Free Shipping,128.63,5,Delivered,0,,0,Kolkata WH,SEL1581,4.5,4.2,4802,1
ORD023575,2022-11-12,Nov,Q4,2022,CUST63376,A.E,55-64,F,Business Owner,Regular,2023,Noida,Tamil Nadu,776595,Tier 2,Snapdeal,Tablet,Organic Search,Books,Self-Help,Rupa,PROD919006,RUP-SEL-129,17496.14,2,44,15396.6,19595.68,18,3527.22,23122.9,Cash on Delivery,0,,Overnight,0,6,Delivered,0,,0,Mumbai WH,SEL7327,3.2,4.4,4709,1
ORD023576,2022-12-24,Dec,Q4,2022,CUST70341,R.T,25-34,F,Student,Inactive,2022,Bhopal,Uttar Pradesh,214857,Tier 3,Ajio,Tablet,Organic Search,Grocery,Spices,Amul,PROD271750,AMU-SPI-249,66235.93,2,23,30468.53,102003.33,5,5100.17,107103.5,Net Banking,0,,Express,0,1,Returned,1,Better Price,98061.23,Bangalore WH,SEL9566,4.3,3.8,4768,1
ORD023577,2022-11-07,Nov,Q4,2022,CUST39087,U.F,45-54,F,Retired,VIP,2017,Kolkata,Karnataka,622601,Tier 1,Snapdeal,App-iOS,Social Media,Beauty & Health,Personal Care,Loreal,PROD177957,LOR-PER-227,40387.94,4,27,43618.98,117932.78,12,14151.93,132084.71,Wallet,0,,Standard,0,1,Delivered,0,,0,Hyderabad WH,SEL6001,3.6,4.3,4541,1
ORD023578,2023-05-27,May,Q2,2023,CUST52065,C.D,18-24,F,Business Owner,Inactive,2022,Jaipur,Tamil Nadu,284446,Tier 2,Flipkart,Desktop,Influencer,Automotive,Tyres,Michelin,PROD229205,MIC-TYR-198,4042.93,3,17,2061.89,10066.9,5,503.35,10570.25,Credit Card,0,,Free Shipping,16.58,8,Shipped,0,,0,Delhi WH,SEL9819,3.4,4.3,3332,0
ORD023579,2022-04-29,Apr,Q2,2022,CUST60107,K.K,25-34,M,Student,New,2018,Bhopal,Punjab,379028,Tier 3,JioMart,App-Android,Paid Ad,Fashion,Footwear,Zara,PROD923632,ZAR-FOO-814,44320.42,5,22,48752.46,172849.64,28,48397.9,221247.54,UPI,0,,Free Shipping,0,7,Cancelled,0,,0,Hyderabad WH,SEL5711,4.6,3.0,1139,1
ORD023580,2023-03-31,Mar,Q1,2023,CUST39966,C.Q,25-34,F,Student,Inactive,2021,Surat,Maharashtra,656450,Tier 2,Snapdeal,App-iOS,Organic Search,Fashion,Women Clothing,Puma,PROD840371,PUM-WOM-873,78486.33,5,50,196215.83,196215.82,5,9810.79,206026.61,UPI,0,,Same Day,0,3,Delivered,0,,0,Chennai WH,SEL9050,3.2,3.3,2785,0
ORD023581,2023-06-06,Jun,Q2,2023,CUST66529,J.U,45-54,F,Business Owner,VIP,2023,Pune,Kerala,516907,Tier 1,JioMart,App-iOS,Referral,Furniture,Beds,Pepperfry,PROD192983,PEP-BED-876,68572.65,5,26,89144.45,253718.8,12,30446.26,284165.06,Debit Card,0,,Free Shipping,0,2,Processing,0,,0,Mumbai WH,SEL2872,4.7,4.4,3264,1
ORD023582,2023-06-14,Jun,Q2,2023,CUST28597,L.O,35-44,F,Self-Employed,New,2016,Gurugram,Rajasthan,464253,Tier 2,Ajio,App-Android,Influencer,Books,History,Penguin,PROD506419,PEN-HIS-182,28197.14,3,45,38066.14,46525.28,12,5583.03,52108.31,EMI,0,,Express,0,1,Shipped,0,,0,Bangalore WH,SEL1817,3.3,2.9,3159,0
ORD023583,2023-02-05,Feb,Q1,2023,CUST10122,Z.A,35-44,M,Student,Premium,2021,Kolkata,Andhra Pradesh,181219,Tier 1,Amazon India,Tablet,Organic Search,Electronics,Speakers,Realme,PROD697190,REA-SPE-742,7456.13,5,13,4846.48,32434.17,5,1621.71,34055.88,Wallet,0,,Standard,107.49,7,Delivered,0,,0,Bangalore WH,SEL8605,4.4,5.0,2716,0
ORD023584,2023-02-26,Feb,Q1,2023,CUST15957,S.W,55-64,F,Business Owner,Regular,2015,Jaipur,West Bengal,473404,Tier 2,Meesho,Desktop,Paid Ad,Electronics,Smart Watches,Realme,PROD962975,REA-SMA-979,56570.82,4,36,81461.98,144821.3,12,17378.56,162199.86,EMI,0,,Overnight,0,7,Returned,1,,133066.11,Chennai WH,SEL7884,3.1,4.4,3600,1
ORD023585,2022-06-29,Jun,Q2,2022,CUST55399,N.I,35-44,F,Self-Employed,Inactive,2018,Bangalore,Punjab,636595,Tier 1,Nykaa,Desktop,Organic Search,Furniture,Sofa,Urban Ladder,PROD167952,URB-SOF-797,69095.3,2,6,8291.44,129899.16,28,36371.76,166270.92,Wallet,0,Mobikwik,Free Shipping,104.17,4,Processing,0,,0,Chennai WH,SEL9130,4.2,2.6,3704,0
ORD023586,2023-11-12,Nov,Q4,2023,CUST20730,U.M,35-44,M,Salaried,Premium,2020,Kochi,Andhra Pradesh,152992,Tier 2,Meesho,App-Android,Social Media,Toys & Games,Dolls,Fisher Price,PROD528602,FIS-DOL-656,3621.27,3,32,3476.42,7387.39,5,369.37,7756.76,Debit Card,0,,Same Day,0,9,Shipped,0,,0,Bangalore WH,SEL7791,4.4,4.1,4384,1
ORD023587,2022-02-25,Feb,Q1,2022,CUST22639,R.E,25-34,F,Homemaker,New,2023,Jaipur,Telangana,347943,Tier 2,Snapdeal,Tablet,Referral,Sports,Badminton,Decathlon,PROD731920,DEC-BAD-468,64595.24,2,36,46508.57,82681.91,28,23150.93,105832.84,Wallet,0,PhonePe,Free Shipping,0,2,Delivered,0,,0,Delhi WH,SEL2010,3.6,2.9,1128,1
ORD023588,2022-10-06,Oct,Q4,2022,CUST62981,J.H,18-24,M,Business Owner,New,2020,Patna,Rajasthan,745114,Tier 3,Myntra,Mobile,Email,Automotive,Lights,Minda,PROD826798,MIN-LIG-449,20043.51,1,23,4610.01,15433.5,5,771.67,16205.17,UPI,0,,Standard,0,3,Delivered,0,,0,Mumbai WH,SEL8921,4.8,3.4,2447,1
ORD023589,2023-06-07,Jun,Q2,2023,CUST56627,T.G,55-64,F,Homemaker,Regular,2022,Surat,Rajasthan,728760,Tier 2,Flipkart,Mobile,Influencer,Beauty & Health,Fragrances,Lakme,PROD532955,LAK-FRA-286,10252.64,3,17,5228.85,25529.07,5,1276.45,26805.52,Net Banking,0,,Free Shipping,140.85,2,Delivered,0,,0,Chennai WH,SEL3814,3.6,5.0,4156,0
ORD023590,2022-10-11,Oct,Q4,2022,CUST87171,U.A,65+,M,Salaried,Premium,2023,Hyderabad,Kerala,525980,Tier 1,Ajio,App-Android,Direct,Toys & Games,Outdoor,Lego,PROD602369,LEG-OUT-269,53010.56,3,16,25445.07,133586.61,12,16030.39,149617.0,Debit Card,0,,Express,193.37,1,Shipped,0,,0,Hyderabad WH,SEL8180,4.9,2.7,13,0
ORD023591,2023-06-15,Jun,Q2,2023,CUST15167,F.K,55-64,M,Student,New,2016,Lucknow,Kerala,121161,Tier 2,Nykaa,Tablet,Influencer,Sports,Cricket,MRF,PROD955085,MRF-CRI-874,17738.95,4,36,25544.09,45411.71,5,2270.59,47682.3,Debit Card,0,,Same Day,0,8,Delivered,0,,0,Bangalore WH,SEL7614,4.9,4.1,2951,1
ORD023592,2023-08-12,Aug,Q3,2023,CUST22984,P.R,45-54,F,Business Owner,VIP,2020,Hyderabad,Kerala,518569,Tier 1,Snapdeal,Tablet,Direct,Automotive,Covers,Vega,PROD673312,VEG-COV-791,46619.9,3,13,18181.76,121677.94,12,14601.35,136279.29,UPI,0,,Free Shipping,181.37,8,Delivered,0,,0,Delhi WH,SEL3323,4.1,2.6,403,0
ORD023593,2023-07-01,Jul,Q3,2023,CUST45624,J.B,18-24,M,Retired,VIP,2020,Surat,Rajasthan,510567,Tier 2,Ajio,Mobile,Email,Home & Kitchen,Storage,IFB,PROD725376,IFB-STO-892,31514.23,1,10,3151.42,28362.81,12,3403.54,31766.35,EMI,3,,Overnight,195.49,2,Delivered,0,,0,Delhi WH,SEL7900,4.0,2.9,1714,0
ORD023594,2023-07-25,Jul,Q3,2023,CUST81757,Z.B,55-64,F,Self-Employed,Regular,2017,Patna,Uttar Pradesh,744862,Tier 3,Meesho,App-iOS,Email,Books,Self-Help,Scholastic,PROD536541,SCH-SEL-127,51847.3,1,16,8295.57,43551.73,18,7839.31,51391.04,UPI,0,,Overnight,58.83,1,Returned,1,Defective,47434.95,Hyderabad WH,SEL2287,5.0,2.8,1464,1
ORD023595,2022-05-14,May,Q2,2022,CUST45238,P.U,55-64,F,Student,New,2019,Patna,Karnataka,506032,Tier 3,Snapdeal,App-iOS,Email,Sports,Cycling,Yonex,PROD546424,YON-CYC-603,38806.74,2,17,13194.29,64419.19,5,3220.96,67640.15,Cash on Delivery,0,,Free Shipping,89.14,4,Delivered,0,,0,Chennai WH,SEL6134,3.8,4.6,2418,1
ORD023596,2022-12-11,Dec,Q4,2022,CUST24853,Z.C,45-54,F,Business Owner,Regular,2016,Noida,Haryana,230068,Tier 2,Snapdeal,App-Android,Social Media,Books,History,Oxford,PROD599126,OXF-HIS-538,64089.84,3,43,82675.89,109593.63,28,30686.22,140279.85,EMI,0,,Express,0,10,Delivered,0,,0,Chennai WH,SEL5477,3.9,4.0,3606,0
ORD023597,2023-11-04,Nov,Q4,2023,CUST38180,U.G,65+,M,Student,VIP,2019,Lucknow,Maharashtra,488287,Tier 2,Ajio,App-Android,Organic Search,Electronics,Headphones,Realme,PROD609805,REA-HEA-251,7224.77,3,7,1517.2,20157.11,5,1007.86,21164.97,Wallet,0,Google Pay,Express,86.52,6,Processing,0,,0,Bangalore WH,SEL9447,3.7,4.1,412,1
ORD023598,2022-04-14,Apr,Q2,2022,CUST20469,S.R,55-64,M,Salaried,Inactive,2016,Bhopal,Gujarat,585627,Tier 3,Ajio,Tablet,Referral,Grocery,Snacks,Amul,PROD656221,AMU-SNA-520,58919.93,4,15,35351.96,200327.76,5,10016.39,210344.15,Debit Card,0,,Standard,105.96,9,Delivered,0,,0,Bangalore WH,SEL5438,4.9,2.8,476,1
ORD023599,2022-02-20,Feb,Q1,2022,CUST94084,P.L,65+,M,Self-Employed,New,2018,Bhopal,Maharashtra,680979,Tier 3,Nykaa,App-Android,Email,Automotive,Tyres,MRF,PROD634157,MRF-TYR-862,47845.47,5,28,66983.66,172243.69,18,31003.86,203247.55,Cash on Delivery,0,,Overnight,0,2,Processing,0,,0,Chennai WH,SEL4952,3.5,3.9,3917,1
ORD023600,2023-12-30,Dec,Q4,2023,CUST74155,W.S,18-24,M,Business Owner,VIP,2020,Ahmedabad,Punjab,737776,Tier 1,Amazon India,Desktop,Email,Sports,Running,Adidas,PROD987513,ADI-RUN-437,49242.11,4,16,31514.95,165453.49,5,8272.67,173726.16,EMI,12,,Same Day,45.48,10,Cancelled,0,,0,Mumbai WH,SEL2947,4.3,4.4,1494,0
ORD023601,2022-05-31,May,Q2,2022,CUST56683,L.K,65+,F,Homemaker,Premium,2021,Chennai,West Bengal,473882,Tier 1,Myntra,Tablet,Organic Search,Books,Self-Help,Pan Macmillan,PROD925276,PAN-SEL-813,25715.14,3,41,31629.62,45515.8,5,2275.79,47791.59,Cash on Delivery,0,,Same Day,0,8,Delivered,0,,0,Hyderabad WH,SEL8899,3.5,4.9,1923,1
ORD023602,2022-01-21,Jan,Q1,2022,CUST88842,K.Z,25-34,F,Self-Employed,New,2019,Kochi,Rajasthan,633908,Tier 2,Snapdeal,Desktop,Paid Ad,Automotive,Lights,Steelbird,PROD982568,STE-LIG-385,14610.52,3,19,8328.0,35503.56,28,9941.0,45444.56,UPI,0,,Standard,39.45,4,Delivered,0,,0,Mumbai WH,SEL4080,3.4,4.8,4805,1
ORD023603,2022-01-18,Jan,Q1,2022,CUST14269,F.B,25-34,F,Self-Employed,Premium,2020,Nagpur,Punjab,332939,Tier 2,Myntra,Desktop,Influencer,Sports,Swimming,Decathlon,PROD960287,DEC-SWI-536,39397.5,2,50,39397.5,39397.5,5,1969.88,41367.38,Cash on Delivery,0,,Free Shipping,0,3,Delivered,0,,0,Bangalore WH,SEL8298,3.4,4.2,1590,0
ORD023604,2023-09-09,Sep,Q3,2023,CUST76245,O.N,45-54,F,Homemaker,Regular,2015,Patna,Maharashtra,411076,Tier 3,Nykaa,Desktop,Email,Sports,Swimming,Cosco,PROD182485,COS-SWI-964,74056.2,4,0,0.0,296224.8,12,35546.98,331771.78,Wallet,0,,Free Shipping,1.45,5,Delivered,0,,0,Kolkata WH,SEL9283,4.4,3.1,454,0
ORD023605,2023-01-25,Jan,Q1,2023,CUST87690,Z.J,25-34,M,Homemaker,Premium,2022,Patna,Karnataka,598193,Tier 3,Nykaa,App-iOS,Email,Electronics,Laptops,Boat,PROD708744,BOA-LAP-538,51217.83,5,18,46096.05,209993.1,28,58798.07,268791.17,Net Banking,0,,Overnight,120.18,1,Delivered,0,,0,Mumbai WH,SEL9446,3.3,4.6,1657,0
ORD023606,2023-10-28,Oct,Q4,2023,CUST21806,Z.T,25-34,F,Student,Premium,2015,Hyderabad,Uttar Pradesh,701551,Tier 1,Amazon India,App-Android,Paid Ad,Beauty & Health,Ayurvedic,Himalaya,PROD539119,HIM-AYU-231,75335.57,4,5,15067.11,286275.17,18,51529.53,337804.7,Buy Now Pay Later,0,,Free Shipping,91.29,7,Delivered,0,,0,Bangalore WH,SEL7989,4.6,3.1,2060,0
ORD023607,2023-06-21,Jun,Q2,2023,CUST74306,Y.I,65+,F,Business Owner,Premium,2022,Noida,Kerala,644523,Tier 2,Myntra,App-iOS,Direct,Furniture,Office,Godrej,PROD762122,GOD-OFF-996,44605.55,5,7,15611.94,207415.81,28,58076.43,265492.24,EMI,12,,Standard,98.94,8,Delivered,0,,0,Delhi WH,SEL1368,3.8,4.1,4371,1
ORD023608,2022-09-17,Sep,Q3,2022,CUST70847,G.O,35-44,F,Self-Employed,Regular,2016,Delhi,Tamil Nadu,187223,Tier 1,Snapdeal,Tablet,Referral,Fashion,Accessories,H&M,PROD414443,H&M-ACC-946,11223.89,1,41,4601.79,6622.1,12,794.65,7416.75,Net Banking,0,,Standard,0,8,Cancelled,0,,0,Mumbai WH,SEL4221,5.0,2.6,1138,1
ORD023609,2023-01-24,Jan,Q1,2023,CUST93849,Y.B,45-54,F,Business Owner,Premium,2021,Delhi,Tamil Nadu,714235,Tier 1,JioMart,App-Android,Referral,Electronics,Laptops,Boat,PROD769621,BOA-LAP-901,9020.79,5,19,8569.75,36534.2,5,1826.71,38360.91,Net Banking,0,,Express,45.66,4,Delivered,0,,0,Delhi WH,SEL7191,4.1,3.1,2028,0
ORD023610,2023-02-03,Feb,Q1,2023,CUST70623,H.A,65+,F,Homemaker,New,2017,Pune,Madhya Pradesh,675618,Tier 1,Ajio,Mobile,Organic Search,Furniture,Wardrobes,Godrej,PROD953723,GOD-WAR-605,5954.4,1,32,1905.41,4048.99,18,728.82,4777.81,Credit Card,0,,Same Day,0,3,Delivered,0,,0,Bangalore WH,SEL6526,4.4,4.6,1035,0
ORD023611,2023-03-10,Mar,Q1,2023,CUST26139,E.X,55-64,F,Self-Employed,Premium,2021,Chennai,Karnataka,586709,Tier 1,Snapdeal,Desktop,Organic Search,Fashion,Women Clothing,H&M,PROD228347,H&M-WOM-169,42488.15,2,34,28891.94,56084.36,28,15703.62,71787.98,Wallet,0,Paytm,Standard,0,6,Processing,0,,0,Bangalore WH,SEL7212,4.4,4.9,2743,1
ORD023612,2023-02-24,Feb,Q1,2023,CUST10892,F.N,18-24,M,Retired,New,2023,Jaipur,Maharashtra,635070,Tier 2,Snapdeal,Mobile,Organic Search,Electronics,Laptops,OnePlus,PROD916563,ONE-LAP-302,16414.34,2,21,6894.02,25934.66,12,3112.16,29046.82,Buy Now Pay Later,0,,Standard,0,6,Delivered,0,,0,Kolkata WH,SEL7466,4.3,3.6,4493,1
ORD023613,2022-12-28,Dec,Q4,2022,CUST96779,R.Q,65+,M,Retired,Premium,2020,Mumbai,Kerala,116084,Tier 1,Meesho,Tablet,Direct,Books,Fiction,HarperCollins,PROD258821,HAR-FIC-177,57178.35,5,13,37165.93,248725.82,12,29847.1,278572.92,Wallet,0,,Free Shipping,120.77,7,Shipped,0,,0,Mumbai WH,SEL9617,3.7,3.8,1263,1
ORD023614,2022-06-22,Jun,Q2,2022,CUST63901,Q.Z,35-44,M,Salaried,Inactive,2018,Noida,Uttar Pradesh,634652,Tier 2,Snapdeal,Mobile,Referral,Beauty & Health,Supplements,Loreal,PROD476861,LOR-SUP-506,70758.44,1,41,29010.96,41747.48,12,5009.7,46757.18,Wallet,0,Paytm,Standard,0,7,Delivered,0,,0,Mumbai WH,SEL6560,3.2,4.7,1179,1
ORD023615,2022-03-29,Mar,Q1,2022,CUST51061,K.O,35-44,F,Student,Premium,2019,Patna,Karnataka,135018,Tier 3,Myntra,Desktop,Paid Ad,Electronics,Laptops,Realme,PROD610214,REA-LAP-333,28143.42,1,33,9287.33,18856.09,18,3394.1,22250.19,Credit Card,0,,Standard,0,7,Shipped,0,,0,Mumbai WH,SEL6613,3.3,2.7,4433,1
ORD023616,2022-05-11,May,Q2,2022,CUST61691,W.O,35-44,F,Homemaker,Inactive,2022,Gurugram,Uttar Pradesh,298814,Tier 2,Amazon India,App-Android,Paid Ad,Books,Textbooks,HarperCollins,PROD965344,HAR-TEX-704,39580.01,3,14,16623.6,102116.43,18,18380.96,120497.39,Buy Now Pay Later,0,,Free Shipping,72.84,1,Delivered,0,,0,Kolkata WH,SEL7515,3.7,4.2,3172,0
ORD023617,2023-12-10,Dec,Q4,2023,CUST41023,A.I,55-64,F,Business Owner,VIP,2016,Lucknow,Karnataka,353674,Tier 2,Ajio,App-iOS,Social Media,Books,History,Oxford,PROD350109,OXF-HIS-248,25058.36,2,2,1002.33,49114.39,28,13752.03,62866.42,Cash on Delivery,0,,Same Day,33.89,8,Delivered,0,,0,Delhi WH,SEL9682,3.4,4.9,3875,0
ORD023618,2023-02-11,Feb,Q1,2023,CUST90686,C.T,35-44,F,Salaried,Inactive,2016,Indore,Tamil Nadu,328202,Tier 2,Amazon India,Mobile,Paid Ad,Home & Kitchen,Bedding,Hawkins,PROD603973,HAW-BED-539,86473.59,4,29,100309.36,245585.0,28,68763.8,314348.8,Net Banking,0,,Same Day,0,3,Refunded,1,Better Price,270688.16,Bangalore WH,SEL2525,3.2,4.5,112,1
ORD023619,2022-07-15,Jul,Q3,2022,CUST87328,D.X,55-64,F,Homemaker,New,2016,Chennai,Uttar Pradesh,473102,Tier 1,Amazon India,Mobile,Referral,Books,Self-Help,Penguin,PROD667843,PEN-SEL-473,52220.26,2,20,20888.1,83552.42,5,4177.62,87730.04,Cash on Delivery,0,,Free Shipping,0,3,Delivered,0,,0,Hyderabad WH,SEL9630,3.0,2.8,3439,1
ORD023620,2022-01-15,Jan,Q1,2022,CUST47468,S.J,35-44,M,Self-Employed,Inactive,2018,Noida,Tamil Nadu,774764,Tier 2,Ajio,App-Android,Direct,Sports,Badminton,Decathlon,PROD362184,DEC-BAD-875,57413.59,3,5,8612.04,163628.73,28,45816.04,209444.77,Credit Card,0,,Overnight,113.94,5,Delivered,0,,0,Kolkata WH,SEL4533,4.4,3.2,4936,1
ORD023621,2022-07-04,Jul,Q3,2022,CUST23980,K.N,65+,M,Business Owner,Premium,2016,Hyderabad,Delhi,341340,Tier 1,Myntra,Tablet,Direct,Toys & Games,Educational,Toysrus,PROD563268,TOY-EDU-997,43238.12,5,46,99447.68,116742.92,12,14009.15,130752.07,UPI,0,,Standard,0,1,Delivered,0,,0,Kolkata WH,SEL4577,4.2,4.7,1107,0
ORD023622,2023-03-05,Mar,Q1,2023,CUST84587,T.N,25-34,M,Homemaker,Regular,2020,Bhopal,West Bengal,640687,Tier 3,Amazon India,App-Android,Organic Search,Books,Self-Help,Westland,PROD733247,WES-SEL-942,46968.66,5,33,77498.29,157345.01,18,28322.1,185667.11,Credit Card,0,,Express,0,5,Processing,0,,0,Mumbai WH,SEL2633,3.4,3.8,2209,1
ORD023623,2022-12-04,Dec,Q4,2022,CUST60008,D.W,35-44,F,Retired,Inactive,2015,Chennai,Delhi,556972,Tier 1,Ajio,Tablet,Email,Furniture,Tables,Pepperfry,PROD234381,PEP-TAB-764,88218.9,1,47,41462.88,46756.02,5,2337.8,49093.82,Net Banking,0,,Express,0,10,Delivered,0,,0,Kolkata WH,SEL1150,4.7,4.4,2976,0
ORD023624,2023-12-28,Dec,Q4,2023,CUST76748,W.P,45-54,F,Business Owner,Inactive,2017,Chennai,Gujarat,714749,Tier 1,Nykaa,App-iOS,Email,Furniture,Kids Furniture,HomeTown,PROD198836,HOM-KID-588,22081.46,4,49,43279.66,45046.18,28,12612.93,57659.11,Debit Card,0,,Express,0,9,Delivered,0,,0,Hyderabad WH,SEL5745,4.3,3.8,3122,1
ORD023625,2023-03-31,Mar,Q1,2023,CUST91378,E.V,55-64,M,Retired,Premium,2019,Indore,Andhra Pradesh,382359,Tier 2,Ajio,App-Android,Referral,Automotive,Electronics,JBM,PROD622267,JBM-ELE-168,20486.03,1,31,6350.67,14135.36,18,2544.36,16679.72,Credit Card,0,,Standard,0,8,Delivered,0,,0,Chennai WH,SEL2651,3.2,3.3,1537,1
ORD023626,2023-11-03,Nov,Q4,2023,CUST22817,K.K,45-54,M,Homemaker,VIP,2016,Chennai,West Bengal,427203,Tier 1,Snapdeal,App-iOS,Referral,Toys & Games,Action Figures,Fisher Price,PROD283313,FIS-ACT-779,27992.43,3,47,39469.33,44507.96,5,2225.4,46733.36,Cash on Delivery,0,,Express,0,8,Processing,0,,0,Delhi WH,SEL7286,3.3,4.7,4729,1
ORD023627,2023-09-28,Sep,Q3,2023,CUST95181,N.A,55-64,F,Self-Employed,New,2019,Noida,Karnataka,164930,Tier 2,Nykaa,Mobile,Referral,Books,Fiction,Oxford,PROD450690,OXF-FIC-325,83137.46,5,32,133019.94,282667.36,12,33920.08,316587.44,Wallet,0,Amazon Pay,Express,0,2,Processing,0,,0,Delhi WH,SEL6759,3.1,3.9,3687,0
ORD023628,2022-05-30,May,Q2,2022,CUST91856,E.Z,55-64,F,Business Owner,Regular,2021,Bangalore,Delhi,184998,Tier 1,Myntra,App-iOS,Organic Search,Electronics,Headphones,OnePlus,PROD885654,ONE-HEA-845,75380.33,5,30,113070.49,263831.16,5,13191.56,277022.72,Buy Now Pay Later,0,,Same Day,0,8,Delivered,0,,0,Mumbai WH,SEL8517,3.4,2.8,1885,1
ORD023629,2022-10-18,Oct,Q4,2022,CUST67427,M.R,18-24,M,Business Owner,Inactive,2021,Surat,Madhya Pradesh,169162,Tier 2,Amazon India,Mobile,Email,Grocery,Dairy,Aashirvaad,PROD136088,AAS-DAI-542,35485.0,1,32,11355.2,24129.8,5,1206.49,25336.29,Wallet,0,Mobikwik,Same Day,0,10,Shipped,0,,0,Mumbai WH,SEL4546,4.5,3.5,4850,0
ORD023630,2023-09-23,Sep,Q3,2023,CUST90255,V.A,55-64,F,Business Owner,New,2020,Mumbai,Punjab,787902,Tier 1,JioMart,App-Android,Social Media,Books,Fiction,HarperCollins,PROD991747,HAR-FIC-111,69627.58,4,42,116974.33,161535.99,18,29076.48,190612.47,Wallet,0,Google Pay,Express,0,6,Delivered,0,,0,Mumbai WH,SEL8586,3.0,4.7,1391,0
ORD023631,2023-08-11,Aug,Q3,2023,CUST29001,O.P,45-54,F,Salaried,Inactive,2016,Pune,Delhi,170542,Tier 1,Snapdeal,Mobile,Direct,Sports,Swimming,Reebok,PROD799917,REE-SWI-920,29757.98,4,30,35709.58,83322.34,12,9998.68,93321.02,Cash on Delivery,0,,Overnight,0,5,Delivered,0,,0,Bangalore WH,SEL7764,4.1,2.8,3736,1
